A_OIII mu_OIII sigma_OIII A_HeII sigma_HeII m b HeII_flux OIII_flux
2.9387713523354284 1667.2072434371387 7.780149722981884 12.348847768568572 1.3380931384703425 -0.0005168776903475464 5.464053340644353 41.419296171138704 57.3117522158162
1.52182948194217 1663.4416380146345 15.328003509371127 0.9332137336876918 30.110148966226078 0.003898083178357267 5.130088472780678 70.43426059125599 58.47113426133174
3.6048256566970056 1665.7014689534844 6.023714566161142 0.7889900615987085 5.497987939961144 0.005302180983922442 5.327491803257607 10.873397121643668 54.43003131898469
3.44994047183096 1665.7896389002174 8.664394731354992 13.055863755418871 1.2940927747365194 -0.000499421390329712 5.636125922335642 42.35073539167368 74.92724515822759
3.0829318571698603 1666.206421369867 8.662586978574632 2.982033132622764 2.168511663736534 0.0022299836354283684 5.359226971367188 16.209296300292653 66.94242920273994
2.422235373063852 1668.5663391772205 12.584722346437479 15.77058925892861 0.7994800096404194 -0.00013517998273964202 5.184524136813867 31.6042482137425 76.40994982295315
2.5338301397984075 1665.002647534826 13.80994689595315 17.865775085485286 1.125358320557173 0.004228849251809637 5.10839327523382 50.3967607179239 87.71208616637738
3.267172001547301 1663.0092925222161 11.690982874650729 5.927343294261431 0.1772074903082004 0.000594122241273279 5.141027341254881 2.632886211795557 95.74430636981606
3.487958339533016 1667.658783463727 7.419803830248984 2.5076202231323292 5.0907346151994775 0.0027420362009014086 5.258468276299516 31.9986867745095 64.87145614492009
1.9782255565509157 1665.7407559651713 9.451279286345942 2.1170041877970927 6.910176460001717 0.0004970063697165572 5.46809389650363 36.6691454451013 46.865832840621366
1.5261853400514196 1661.3520018054182 13.912467338268382 9.931853205314328 0.24047905403023329 -0.0028116066033982193 5.722533907774503 5.986837647736453 53.22324741875904
3.357928235013157 1668.1105058292317 8.674395810662391 9.462988342449059 2.4977538923049902 0.00014268810246343116 5.208831895622263 59.247207243627116 73.01306491002472
2.4977106146702575 1669.1704320530648 7.23602584952495 3.4490253823555097 6.274279806078459 -0.0003953948030923724 5.251244432807195 54.243812627205045 45.303542543047854
3.148493869810426 1667.2366858737203 8.328354328835312 0.6289126273912062 12.691220065707746 0.0005818195828374796 5.238492657165319 20.007076082015576 65.72823648464043
2.618156663802484 1663.6994850218134 14.901686788795532 0.1952431647359587 1.7558116645972905 8.867017660110907e-05 5.056563369016461 0.8592978055154656 97.79597822703565
3.391618504580749 1668.3414095864389 3.9524902695933353 3.169046449190437 4.508008741461051 -0.0014958947214398855 5.273198815370748 35.809914859541394 33.6022021131455
3.8944233282175214 1664.2053758431096 8.483833997406467 12.167816102328384 0.8746455706097538 0.002585171899895836 4.975724268565608 26.676857732869518 82.81809839503288
2.542818983609968 1664.7790771058035 12.195608182249769 1.69473798086661 6.41990484102018 -6.326735195215242e-05 5.199756526505235 27.272257421996834 77.73361091556642
3.275294266060462 1668.476468768059 11.159136454468277 18.21921785179685 2.4082714260532443 0.004205612454388082 5.282638850291456 109.9828820183481 91.61589893838426
3.3697217139247235 1664.8263472635651 9.517481420366334 2.6299165359645937 3.5950813984034666 0.00036517008477118763 5.236571892711658 23.69957881698126 80.39073665446561
2.587910695373685 1664.2069497693521 7.47646889879892 1.097411645089049 3.3177947033500295 -0.0006543811338525953 5.63479121095237 9.126599817415626 48.49933130016007
2.253709805870965 1662.3592094063663 15.109302149030484 0.3591603392980368 7.773085958896706 -0.0025048142999440216 5.155408745030411 6.997965188299758 85.35566192400738
2.36805322890468 1666.2145114498587 11.335762034895517 0.8151928299673477 13.596796576504925 -0.0021775211152816163 5.292616626303151 27.78349556867773 67.28714705750956
3.1976946164290676 1661.764717538678 13.703831078079665 0.0740251437731696 13.665281337219147 0.005335624671408119 5.0349844640403 2.5356410322580234 109.84212257155212
3.807037461093252 1669.6837849527358 5.206614367357586 0.9983504027534441 21.172408356328713 0.0029217493965825025 5.343556000767767 52.98381106292298 49.68582402960939
2.6257485071151865 1667.8298018336557 7.683205505953713 1.3625499046227545 37.7474775488575 0.0054525452080596 4.61584076836945 128.9229657036889 50.56913337642989
2.490611474002557 1666.8270059827992 9.145018068282688 6.429091232510611 2.8619662188041843 7.837594380417316e-05 5.280626932247833 46.12156401808508 57.09268746322574
2.368986460157525 1668.3269474007045 6.01746867440485 0.9672742116123724 5.823718265177112 -0.0023833876426263127 5.4223286844266205 14.120169183204814 35.73274259058942
3.384512335589463 1665.3674830952727 10.14754346719258 4.389061224552248 1.2086458364906632 -0.0011938503681141865 5.189277214000315 13.297213245534541 86.08885978714684
3.658845124216821 1664.044766925332 9.295166556398952 2.482859820098529 1.24409059547805 0.002651950001293299 5.39929673555175 7.7427304746108065 85.24936188624
4.617656694697841 1669.757815255637 4.669258036369755 0.9267193706971035 5.303419720447763 -0.0015286445964023628 5.538153856297147 12.319530988118121 54.04548900963535
2.8712470660399054 1664.4485448924054 10.690081610613664 0.35749606469012174 23.58862026125441 -0.0005587796640011163 5.029557555507281 21.13799245941704 76.93811102026126
2.511837540505482 1669.6940459924317 7.033691774811136 17.64755830965163 1.646890349867868 -0.0006672125652349467 5.5945093655432645 72.8516251765813 44.285832603497084
1.5991750308126536 1663.6536155004862 15.161742220328314 0.742083035951375 27.104870508909407 0.0027869354898542266 5.164548463295885 50.418483034891054 60.77640995576955
3.287295973586774 1664.7106871815784 6.734857846651934 1.9312300235178914 4.314881495416109 0.005286579900197975 5.244379375436436 20.887805332351128 55.49542419946194
3.5108921358723344 1665.9718957499833 8.797063296011949 10.990328553862293 1.57516142157444 0.00028764185703805635 5.40541759812298 43.393599522848966 77.41856870538055
2.814661922362948 1667.1157553180242 9.047737608886244 6.851452068432344 2.471764029106561 0.0016795379997226255 5.380900867832799 42.45018290078936 63.834604107737086
1.8061018822503987 1667.2210053706988 13.396267746720872 16.19157920648204 0.6293734230898876 -0.0013161367460795682 5.391017615499571 25.543919837627847 60.647932247584315
2.8645654109960974 1666.1408840648 11.650863777355 15.124541355504324 1.6226380223253203 0.002619314413230143 5.192294669549817 61.516808519212844 83.6578698834715
3.1183080309428552 1664.2961535003046 11.421629654526917 5.39024811878727 1.0096916853283724 0.0006075313026345607 5.1151588841646864 13.642296078319761 89.27647238173867
3.6324908757403547 1669.2687189202477 4.87618282280064 2.2913758033573988 8.26201281259599 0.005402820840491275 5.259284680486508 47.453922975428185 44.399128601866686
3.367117491844757 1666.0504163117198 7.381379270246343 0.4482282844868245 5.174595027030252 0.0009803102651610726 5.293809157616539 5.813873248896918 62.29966708411459
1.4137257309462268 1660.7730026924967 14.676031635735118 9.914607469459563 0.03000733199416672 -0.0030809579066133123 5.76048164268045 0.7457492788895429 52.00723154924109
3.8046052441792324 1669.8497430500497 5.133437797011644 4.9786479399531505 4.114402203976999 -0.00148825001473778 5.389368797810218 51.34617478086492 48.95621578020199
2.948479808088906 1669.672983431384 5.860549605374114 1.7616517498440958 11.681611751074174 0.0003610791633641159 5.31576307990661 51.58373226716349 43.313815117217956
3.073800920671549 1668.2799658405686 9.271489936256396 0.6363878622668384 15.822815030165147 -0.0016927320244691556 5.230874263661303 25.24036164318831 71.43568306017926
3.212089598050394 1667.341283956189 8.90568552601135 3.4873920676224675 4.612936315635257 0.0026796537210608995 5.213264102476669 40.32442362189955 71.7042570991086
3.006627214649157 1669.171046685722 3.7377246672763356 9.298961256932092 3.158359599788086 0.0005402643664402171 5.230672641763528 73.61832775492273 28.16934994754228
3.8944233282175214 1664.2053758431096 8.483833997406467 12.167816102328384 0.8746455706097538 0.002585171899895836 4.975724268565608 26.676857732869518 82.81809839503288
2.373648396834177 1662.736713806251 15.486770830111688 0.6815780741113011 9.669910150770265 0.0026492087220920057 5.103546250651866 16.520682467547378 92.14402824399377
3.3918832480806005 1667.2623658789696 10.370708464984364 14.61047972530123 1.943170679788369 0.002439800568771899 5.289363818530926 71.16482061334759 88.1737385110255
4.192339167680254 1664.4783275473171 9.214593078793262 0.7814363295347881 2.5866716634124867 -0.0018532053332375297 4.994272961547669 5.066695884764987 96.83280358148183
2.7087552635229146 1664.8498967009775 7.990463706772585 2.0138154658431384 2.800771385779033 -0.0018101586570599538 5.559640455380512 14.137976870481836 54.2539903314578
3.4753130716092953 1664.7787769692532 10.54574425932892 0.1741945929144263 3.4955438490529787 -0.003970646170030595 5.235969246160005 1.5262980829898611 91.86733187922808
2.2732008572021267 1665.6798712995108 12.91883543533967 0.09846261770260423 14.29165377466594 -0.002051734187536389 5.293562329390529 3.5273113708001445 73.61242271968996
3.186771139379516 1663.2441390461488 12.203519064349216 0.91280315140264 11.528963033971333 0.004049888472067812 5.109719708687184 26.37893827453988 97.48232830574689
3.918852476086083 1671.136941659811 3.64736669221611 1.1679650024753643 22.54997359328071 0.002478800894915597 5.400179183115231 66.01852262235406 35.82847117282803
2.512104562573997 1668.0245853317308 6.312473084767015 1.4539040100143685 49.80162843379782 0.005820099817474101 4.4880104323176315 181.49690028413497 39.74908957108329
3.1956346644534674 1668.6124309725185 8.977475924293564 3.050047711900985 4.285362551312876 4.613185900390147e-05 5.1700301178579045 32.763035873625256 71.91198996030484
2.525329274670108 1668.2831639071217 6.01250473660433 2.283598073621829 3.4457363970259594 -0.002177926861673157 5.4551608441465484 19.723848248271164 38.059526330879905
3.3787842715482466 1665.4331009804544 9.841018989512683 3.4726961164327723 1.5927406744317425 -0.0009218805996166696 5.198068854490977 13.86442256513397 83.34709508431851
3.6188955604784874 1664.1034172031752 9.376254253553943 2.4482864517152154 1.835482299684112 0.002751024899097537 5.385440824203966 11.264252167400906 85.05412075641718
4.61926631158598 1670.3136988971057 4.291727742836864 0.8260938161535942 6.744433571872416 -0.0016401542188868613 5.533854412745937 13.96576683117213 49.69298656697122
3.110179661277849 1664.2595350564627 10.160210288688535 0.29218491568344956 18.467131728475366 -0.0013744200702508194 5.076274037643541 13.525308276601391 79.20965249004864
2.203389897323144 1669.2023727246838 6.429101919345622 13.645332808092117 2.691773519241077 -0.0008223624662617001 5.607366628465782 92.06882127683836 35.50844047838882
1.2629829317615644 1663.1846625295766 17.192616581257642 0.3128404378400562 24.924198407457357 0.002886000132092012 5.299033879266031 19.544925483344155 54.42887946747517
3.441944053220981 1663.0229677771895 7.766895584413733 1.3194872665991126 3.7051000278628208 0.0039117195082552 5.261483529102501 12.254485293766452 67.01024529628957
3.8804195867755804 1664.7030763140094 7.493998966015854 10.412424538587807 1.0305197646253172 -0.0002506111353621785 5.536814864123078 26.896645985697955 72.89240022827983
2.41850045664117 1665.977359390232 11.694504356757585 7.2142248359284 1.7132718998672307 0.0030190426815937033 5.3084197309447205 30.9817467285827 70.89537889679342
2.557203947951555 1667.6307639110503 10.155429522351668 9.69018426631477 2.8962916794234372 7.552331299554393e-05 5.349188013521021 70.3500266614172 65.09589417689655
2.729169173356006 1665.258588172164 16.01005562217763 19.657411811918355 1.0844764870880497 0.005957507582693343 4.831612518736894 53.4363038321766 109.52499249714843
2.7003443280371977 1664.0455628708844 9.741642092291903 1.704412019103069 1.760791226558949 -0.0011984675833143614 5.183600357906412 7.522676530194941 65.93883191127011
3.6095033783301784 1669.520003331848 4.426792172964685 2.8217396577724605 5.9818443184052414 0.003094574623079113 5.36330177461981 42.30989837146458 40.05221328610082
3.085160362751531 1664.6378014797456 9.646279700587556 1.2799641281253202 3.4549592853539366 0.0014721112331572877 5.240842210317608 11.084871588282649 74.59805902327858
1.5636514716051848 1660.744146195057 14.762893586579173 8.919742539321595 0.6143672241212128 -0.0023468700481567954 5.678702160280239 13.736316587564243 57.86305793052856
3.36320600497271 1668.4772485806798 6.31711361067188 6.239069873788623 3.41055226508374 -0.0014593236126730859 5.423976795211187 53.337725619490634 53.255208768867824
2.8801955836671245 1670.4738776532852 5.26786711009594 1.4735493210599209 13.478996165514406 0.0005597319807316963 5.324770264047418 49.78656468368576 38.03178637916348
2.9809908801026417 1669.079569996156 11.394462770424644 0.3031371877753565 21.283402357984823 -0.0021293187909089233 5.153897868265206 16.172241083594457 85.14211521557985
2.5236812154604507 1669.3833300010026 9.968114595597147 1.3055641691795137 10.65151786166826 0.005745317274079878 5.175293716748879 34.85777454717665 63.05760204998146
2.4839257574228886 1669.5673180152146 7.296555770567753 5.595303378326621 4.356407551670678 -0.0008559410946817715 5.400605686207899 61.10012171861794 45.43038857838936
3.859874308204976 1664.306391107667 8.494206200741171 11.989501131827868 0.9339091407185898 0.0024131890923026695 5.005406392053508 28.066979234196285 82.18373908587729
2.109722699591078 1663.8469686273418 14.342530766165613 1.5897252280888297 1.6708332637225567 0.006608330485411559 5.0837345802970395 6.658020274504366 75.8474702067561
3.3806797812316605 1666.8475557402542 11.963140858805431 15.826528046129056 1.7516268383158087 0.003691690269415751 5.111431779468606 69.48917837202484 101.37694199946385
3.6266648426160963 1666.9396314254968 7.5324116339668645 1.0778846375549391 7.943346113830238 -0.000707223684985674 5.12131852342281 21.461778225822243 68.4748992398901
2.7736063218645755 1666.8665662011967 6.891957947078405 1.9447618665460227 6.23656394761513 -0.0007501446655198507 5.486682021126999 30.40197126108891 47.91564863169317
2.814953646820525 1665.744574779506 9.564117026721682 1.4856094891156344 4.686458849732325 -0.002762205261512751 5.287431452947913 17.451767033834003 67.48481528680756
1.8487115684839923 1662.2252725229564 15.588322779520887 0.5785891561813261 7.007003950820497 0.0011995425010468837 5.310165092640631 10.16231345342731 72.23679733009145
