A mu sigma m b NIV_flux
2.5486298924403092 1492.1603604720835 15.644312418222267 -0.003537327346790658 5.7221663991460625 99.94318535412177
2.3633167038457694 1492.5087410023862 49.797356849282025 0.0032031739428646897 4.584864468758055 294.99737438422204
2.6499012134863196 1492.6491053344741 9.585661497944553 -0.002341300284651038 5.737277484455817 63.671005264001444
3.130704332858969 1495.4939524391623 11.300281924303887 0.0007519438747226898 5.385287199731184 88.67909800722896
3.911411542765646 1494.4651507102321 4.741397692811869 -0.001972956174683941 5.701726453790958 46.48681921065227
4.214670178537743 1495.996205521603 4.575185073086292 -0.0034646487727841946 6.06221795460051 48.33505255302734
8.042692329799884 1496.0883375957071 4.722856959526009 -0.0019738688389675423 5.748072749100607 95.21298520903882
1.9474452809656233 1495.751202148928 9.525001923182169 -0.0016783638998714887 5.576247271853599 46.49650076653792
15.418010315417703 1496.3499744711207 3.2992574013598626 -0.0021330637267605616 5.627631613257789 127.50712859062979
1.7293872365050773 1493.0400566076444 19.92910496889907 -0.0006633407158665347 5.592550848873599 86.39129383203925
7.1997210032194685 1495.3501440469856 4.830991859624125 -0.003592992827470421 5.483365551097538 87.18502717515719
3.3942573918968053 1493.7459102145604 10.07636027436649 -0.001457591213247008 5.846398743715561 85.73109952213765
2.973791767928198 1495.5724830555491 9.028918651832495 -0.0021657757927634313 5.591254791275962 67.30327989576612
2.971134864921094 1495.9565891140087 11.405324044393407 -0.0014060312964296173 5.509871333242745 84.94150050960206
2.737152391154411 1494.7691277727295 7.674319612431082 0.00020866321782383383 5.511140399004668 52.65368778789758
2.6858116081266195 1495.3449635650745 11.328615645610594 -0.0027016084482065347 5.57796612184834 76.26799389217233
3.1089785338308538 1493.767787529978 10.31337229915937 -0.0020005378226143522 5.659194812778405 80.37266207339073
3.390571316906094 1495.6501164615408 14.329329592970497 0.0005117131534155338 5.269980040216662 121.78356693487473
3.0882514983450684 1495.846543891316 9.473956557066902 -0.0002785980013921539 5.507168810219084 73.33883112909803
3.558184428019524 1494.7978599168346 6.343772305256994 -0.0020514112086575473 5.724499481008833 56.580395060542926
10.958083324856903 1496.2312739236036 4.0488987688439995 -0.0024455150077611386 5.733976837102862 111.21450962344208
1.3544488729452024 1494.9075589668626 15.765518246102301 -0.0037445010443273863 5.828354114137713 53.5255084979797
4.327822143134151 1495.5164109876287 4.979381072249029 -0.00048760525245405907 5.614274323513995 54.01752765311818
2.976284069563114 1494.4840327001875 13.705080597199572 -0.00030108498861433305 5.331357276255502 102.2459013681848
2.124709782725269 1496.1823829504756 10.68084515927552 -0.0021781003067436414 5.439877156252893 56.88466054500708
2.2355607611998174 1492.827559855963 15.976934979966938 -0.0028491705684836406 5.627403463933315 89.53026710910285
1.7126899449583646 1490.1807097965414 21.80367344030578 -0.0015778802969255035 5.310074065462416 93.60484987149373
3.071200765105552 1496.1023628470111 9.600335067728652 -0.0016653460000063802 5.508053500517306 73.90682275042215
4.113749258527535 1495.3807517195285 7.356647301018405 -0.002640369669455003 5.391606991726709 75.8591000917745
5.634298409196821 1495.993626349724 6.66516310465527 -0.0016074119022759735 5.448131444289004 94.1327097238442
2.311122134593965 1494.3676744771797 14.909212614585902 -0.0017453205405539149 5.543574791415088 86.37091874108938
1.8150337509156584 1495.7017327702033 19.963901080490043 -0.0027856029156906013 5.481193265851837 90.82806220631629
3.5684135107335493 1495.0778492802006 8.481021511582234 -0.0020056841513033377 5.678463757076295 75.86007608995266
1.9588216742111944 1492.7681005857557 65.77533320125978 0.0036165902509620305 4.253515465936088 322.95937190072806
2.3121141337369613 1493.4678599811043 11.23812072543253 -0.0007435090208525192 5.68671883830447 65.13177229490141
3.707611870871659 1496.2535411096758 9.989089216798654 0.0012454859605977547 5.195319061780138 92.83464696229217
4.005341172156577 1493.5359142123314 6.0346456585907475 -0.0018343794457815598 5.453448526201145 60.58724758731453
3.260026844453093 1495.705757809621 8.172604028619565 -0.0007351999903149604 5.637772955461925 66.78386782061818
9.063971663108866 1496.287246013239 3.949386691851146 -0.0026011554581091617 6.052340617377852 89.73009585641677
4.551841077365307 1495.850415032131 8.625685978136378 -0.002283229396100987 5.483688845591964 98.41712369074358
14.987170937976437 1496.2950761130776 3.412407414932717 -0.0021053006891438458 5.625953242809683 128.19481852400634
3.277773420971073 1492.6008862376382 12.376151523058038 -0.0012280271677645377 5.633978094887604 101.68443534079877
6.162871424086028 1495.6467341311052 4.676647116226938 -0.002536715784885164 5.494032585627442 72.24497449638035
2.46091049152033 1494.2960174829377 12.744612211754749 8.980414835563482e-05 5.679023682636782 78.6162596521638
