A mu sigma m b halpha_flux
4.38755094587984 6566.151202095377 21.83977962024868 0.0004597125748035273 -0.07124796399653983 240.19300645248236
3.4444300282467957 6572.895110782399 32.48470401879556 0.0007239593708499644 -0.3466843091280891 280.46987115143327
3.1887701360751906 6562.986890714314 33.51313995521504 0.0013032886104960366 -0.06931324285419724 267.87258484551984
3.7841091096077477 6573.959152585313 22.868338824573478 0.0001485248707733211 0.2306358121832189 216.91430945997632
5.159382330655836 6573.407205126403 31.076120389467576 -0.000973056338430925 -0.2994588653314094 401.8967011503972
5.151849519065109 6564.367219961325 18.479585989178034 0.0003648994709395117 -0.12356975501281942 238.64115404130845
2.6790456281488595 6570.027452114261 46.11561750790385 0.0033279994285701974 -0.04437472235027573 309.6835044649008
2.960096893928888 6566.086999939989 31.341449863354427 -0.0027536492043408185 -0.3206385186539635 232.5492507296808
4.931617438595383 6572.299569110344 20.675744655628293 4.154883142851607e-05 -0.05516007644513227 255.5880083631156
3.3336203815301437 6555.681827225821 22.596864121215923 -0.0016804640965837423 -0.09095658495643794 188.822720713766
4.57499375640476 6573.329533079819 31.548399402153787 0.0006695015163524614 -0.3702602280770675 361.7910093264181
5.290913072694528 6566.1341632295935 31.35519516759348 -0.00041962892490472325 -0.559875089122528 415.84364495579507
2.728200971689164 6568.838624911488 31.679493159017866 0.0003907578339989238 0.22732632655447466 216.6429287266449
1.8949358074184608 6572.693497145356 42.04630154412845 0.002187999152358671 0.2912040139064798 199.71571397574277
3.7965810461880336 6571.275438548908 27.06210115110023 -0.0018363127271340748 -0.17259964907802489 257.53966262213584
4.933258988403103 6567.201983547386 27.284848118182772 0.001090188303833741 -0.14205716743748936 337.4002426887297
4.51754058456649 6564.867290817439 25.413957599964103 -0.00036581251986073115 0.01856087216213237 287.7824450112546
2.87507926375921 6572.99156388148 23.693565134479847 0.0011393145960729894 0.25263734796216175 170.75371839285893
3.4602887303820205 6569.210573667392 32.48491377880562 -0.00032512593488270164 0.058328194858223575 281.763018307119
6.128785566827705 6568.719094141854 23.46758462009156 -0.0016645055568576795 -0.4493668792116115 360.5228148874051
4.075441260016512 6559.404177889182 29.897840654904442 -0.0002573952679152761 -0.18512982670474865 305.4248681483174
3.136233677431761 6570.226603396104 29.021467983948302 -0.0001727494279260077 0.07178520815123818 228.14855614747077
2.8126743346721517 6566.961922610058 24.386510462052723 -0.000557028658247602 -0.4832965254470102 171.93292227589944
2.181664039532383 6558.788384514207 33.37894242736279 -0.0006898744602709774 0.15856115134610738 182.53677774670288
4.056325395503854 6564.105080712669 26.22385915493188 -0.0012510621275507515 -0.048421898491346815 266.63633082768234
4.3144038169912315 6557.572918595653 26.82352578276239 -0.0006145116111469491 -0.4161388874542142 290.0858788541109
3.2399276081143578 6560.541377985262 38.153565331112425 -0.0017190751502767392 -0.4701923071949672 309.856326935013
2.44530243985005 6573.174681519928 26.958145912746048 0.0011653829061854097 -0.0943674814093162 165.2389912343691
3.8071878035881377 6570.872791589841 26.302667765466573 0.00027259546715622173 0.08149514879687503 251.01173988816345
3.3110735376574265 6562.874325673765 43.303807580208584 0.00045914831519895216 -0.1886151014429975 359.4056042752865
2.6886166414879704 6567.403135260136 40.94656086851315 0.0007360636392558352 -0.38509828867593543 275.95371654267313
3.71348678621622 6567.507582276556 33.760309264734545 0.0003105603832436062 -0.23563225393125675 314.2521324814549
2.8842234959475936 6573.403315706721 19.616520092500746 0.0012988056054638575 -0.05721637584797307 141.82108775882838
3.2216466973164426 6564.799182401167 33.76655140469432 0.0015318262775811426 -0.26573911736690886 272.68079658850985
3.945997310983082 6555.8520168438035 28.355409085539318 0.0023649637639364214 -0.16075516455999936 280.4675600960985
3.7769119319613673 6573.70227373193 25.46830628721438 -0.00025446734547439787 -0.03320815692290252 241.11645876750558
4.753530393713683 6566.046997673311 32.71696586239151 -0.000602254578748267 -0.343808027995683 389.83356554857784
5.777325608779288 6568.063702698759 18.329494602636185 0.0012113507529990003 -0.16197768372731297 265.44055059101595
3.4380078573002866 6570.3633369042345 35.17759790033513 0.00043745324740937855 -0.07026381678913637 303.15377417657106
3.7444189379469695 6565.126972375489 27.485010805924684 -0.001766390312007659 -0.22499248204875627 257.9706389300819
4.948762965816601 6569.696176521172 19.099929241225034 -0.0001716995959646897 -0.020148493217548732 236.9290674921218
2.9727505039656643 6565.045635766725 28.31963963264778 -0.0003092443883586243 0.06659079487262239 211.02607350959872
4.896906451143108 6573.146842721251 33.83306518483366 -0.00043816617138254404 -0.3007445336270045 415.29154292406815
