A mu sigma m b CIII_flux
4.013357036187039 1908.2443015541803 8.706374844844923 -0.004060089494448946 3.48669143950046 87.58608064324567
4.018910738021981 1905.9390527155667 8.92355008567062 -0.0014176986752415784 3.4258496528632856 89.89508764147986
4.235945239569424 1906.7725818472497 8.08273961617543 -0.01013689362118632 3.8020603858234168 85.82204514739759
4.293951600217566 1906.4029881300269 7.636834325047285 0.002551814896921122 3.6370730212183813 82.19784811385829
3.747108689965989 1905.70636145535 8.57247899296692 -0.005836462559062535 3.5553296521023467 80.51793983022984
4.5989704500593085 1908.7834096784252 7.925739636241391 -0.009498097407980593 3.6686445444424107 91.36720817171893
3.096519560844073 1906.9260872422535 9.698162809841616 -0.0006458570040383292 3.528267155802238 75.2754278506331
4.206059895569984 1908.353792771304 9.67251485803144 -0.003552889112193822 3.4630192645828908 101.97760135309221
4.37905062716808 1909.350988630854 7.846330976436522 -0.004718374241523273 3.412940445513586 86.12644553181656
3.832361866657372 1909.3580618114092 6.6328868373226 -0.0048403867781131385 3.989266058362831 63.71754469250651
3.5233313596216203 1905.6482373176898 11.608208342835002 -0.0063979825807846 3.5993987321417187 102.52000475401354
4.144349813783014 1908.752955750976 10.514318600367805 -0.0076005118224027265 3.4110535339803736 109.22636299577614
4.029328417357101 1908.3570933618362 12.277547671029087 -0.0010505055056570182 3.254240065968995 124.00358186290734
3.9301761789197798 1905.0505301563142 9.350366508596023 0.0014671118130698962 3.5194822952760734 92.11504902231825
3.8125494404719333 1907.5706519424439 8.885707921419732 -0.001410902252162961 3.7078455858943307 84.91754930040791
3.783129758492026 1908.664831398155 10.345644673840612 -0.005449032681255732 3.4847370031691547 98.10671407655188
5.20666877673391 1908.486138057284 5.72702683825801 0.0008187883422855029 3.446681131491 74.74447629935395
3.3376905512315744 1906.1853885707471 8.523678791357298 0.0010998255208148804 3.576374027804072 71.31207585974397
3.713592629374259 1905.665462132848 6.868829371576613 -0.001622150191005171 3.900143376661016 63.93915957227964
4.538248028312412 1909.5194384580093 7.31250783207823 -0.0026687491047301414 3.620073489601248 83.18490137860283
3.4821833026251796 1905.5309810922522 9.027456195255144 -0.006069576427692764 3.4119954498624003 78.79650458874954
4.134113178487175 1907.1367106330847 6.018462247764568 -0.004321694525100333 3.5957845470668333 62.36742835999915
3.5905854228400296 1906.1033001303904 10.54902561944566 -0.0013787790058746251 3.4850809509372334 94.94400437134408
4.23698359549834 1909.0618805848785 6.2769641154848905 -0.0053169416749427375 3.6485917966927546 66.6647665423675
3.7483234974658486 1906.0271354785482 8.10050652847594 -0.005450471506374413 3.6660735836788163 76.10955382194389
