wave flux fluxerr
5889.425864202721 -2.572993159331263e-21 9.810755219411015e-21
5914.193580742216 1.0200407441352842e-20 9.829898271538195e-21
5938.805617286237 9.740504884069159e-21 9.960847906173672e-21
5963.265295241874 -1.1490829831797117e-20 9.920009324666996e-21
5987.575936016215 -5.3679848628068185e-21 9.830311745681712e-21
6011.740861016346 -7.097832978806786e-21 9.990867509087933e-21
6035.763391649358 -2.4012430978296035e-21 1.0062177124437103e-20
6059.646849322341 -2.811560291605346e-21 1.0368349960164716e-20
6083.394555442382 -1.2628747008405468e-20 1.0495393770277633e-20
6107.009831416568 1.6871182824563316e-20 1.0290232491988286e-20
6130.495998651987 1.3222576994277805e-20 1.0448228291277521e-20
6153.8563785557335 -1.5659764423978896e-20 1.0769499857574992e-20
6177.094292534889 -6.961871279246977e-21 1.0963849828305053e-20
6200.213061996546 7.870612815736489e-21 1.1266720473265037e-20
6223.2160083477875 -7.290610416444691e-21 1.1231897461446303e-20
6246.106452995706 -3.959003387714419e-21 1.1270712835598187e-20
6268.887717347389 -9.661943787840633e-22 1.1054595115964739e-20
6291.562809735665 1.1305867774618225e-20 1.0902725104664265e-20
6314.133354195948 -8.389022927427792e-21 1.1137555427208418e-20
6336.600133555081 3.0274265842450466e-21 1.0907180497468897e-20
6358.963798595235 -8.341636278868518e-21 1.1176841116120762e-20
6381.2250000985805 -5.196825771914578e-21 1.0985310274389547e-20
6403.384388847302 1.1278774703844024e-21 1.1304579645061755e-20
6425.442615623564 -4.948420199838655e-21 1.1276375659798202e-20
6447.400331209542 1.1304335984578216e-20 1.123298519381782e-20
6469.258186387413 -3.328622020242694e-21 1.1749988077056514e-20
6491.016831939355 -9.030362210632218e-21 1.1824197232286995e-20
6512.676918647535 -1.2800706638450145e-20 1.1863251091671454e-20
6534.239097294128 2.629968887811014e-20 1.1996594576549965e-20
6555.70401866131 3.067144774174834e-20 1.1931226721964857e-20
6577.072333531253 3.2592853007555364e-20 1.1930984241591253e-20
6598.344692686132 3.0782015111376275e-20 1.200031150776694e-20
6619.521746908118 4.982744237097666e-21 1.2347781078936538e-20
6640.604146979394 -2.745917286976241e-20 1.226372810507787e-20
6661.592543682121 -8.852151400058424e-21 1.227832969757259e-20
6682.487587798484 8.104870515667454e-21 1.243147326003428e-20
6703.289930110654 1.9464986828235568e-21 1.2546137187712549e-20
6724.000221400801 1.5919829339440615e-22 1.387487048336336e-20
6744.619112451101 1.5672117319263275e-20 1.3953940899786432e-20
6765.147254043732 -6.9764379403746e-21 1.4270765859207614e-20
6785.585296960858 -8.240011309662405e-21 1.3997490244281603e-20
6805.933891984662 7.405268829395498e-21 1.4582082901168927e-20
6826.193689897317 -2.3684109465609742e-20 1.423502112439041e-20
6846.365341480989 1.2214079864355242e-20 1.4628637677999752e-20
6866.449497517864 2.0300486149012703e-20 1.4344061963170773e-20
6886.446808790106 -7.050851354428588e-21 1.4862566289856394e-20
6906.357926079892 2.589445312704448e-20 1.4958748627550972e-20
6926.183500169397 -1.0231192998637211e-20 1.5107978624672117e-20
6945.924181840792 2.3993436421298303e-20 1.477367359650435e-20
6965.5806218762555 -9.237066307751197e-21 1.500652203663218e-20
6985.1534710579535 -2.494922042769647e-21 1.4854481724693803e-20
7004.643380168066 -1.898059848029839e-20 1.4977685396749623e-20
7024.050999988763 -9.942810133223022e-21 1.4729968386413407e-20
7043.376981302221 -1.4890671055627847e-20 1.5395444580697495e-20
7062.621974890613 3.603116631946906e-20 1.4695032316653358e-20
7081.786631536111 -6.2832395603691115e-21 1.5282986172937347e-20
7100.871602020888 -8.136453914249382e-21 1.511642305433024e-20
7119.877537127124 -1.5836117060780223e-20 1.5627753779633445e-20
7138.805087636985 -2.823492098679427e-20 1.5707225552324216e-20
7157.654904332648 8.557696627308219e-22 1.5750495925033097e-20
7176.427637996288 1.00197951345849e-20 1.5533582288841093e-20
7195.123939410078 -1.776993150907351e-20 1.5936985052766358e-20
7213.744459356186 -9.576041922036787e-21 1.575068293995058e-20
7232.2898486167915 4.640083369045074e-21 1.6018417933716385e-20
7250.760757974065 2.420900708674231e-21 1.5932152206108197e-20
7269.1578382101825 1.3727510477838483e-20 1.602270935764887e-20
7287.481740107318 -1.1909032735895247e-20 1.6291771646380022e-20
7305.73311444764 -8.164529306862252e-21 1.6180486005512362e-20
7323.912612013325 -1.1805683290013259e-20 1.612192116450649e-20
7342.020883586549 4.368581853612531e-20 1.6303740642481535e-20
7360.058579949482 -1.4703280619178895e-20 1.6246684615354656e-20
7378.026351884296 -1.2438362647220702e-20 1.6453698576599388e-20
7395.924850173169 -6.743272477917658e-22 1.643285872836934e-20
7413.75472559827 2.3332211594554844e-20 1.780867943579898e-20
7431.516628941776 -2.541149706831849e-21 1.6652545767898137e-20
7449.211210985861 -2.5645454936196424e-21 1.7099330400893924e-20
7466.839122512687 -6.5647179244420064e-21 1.6841053731745186e-20
7484.401014304444 -1.822408753228391e-20 1.7213667103935845e-20
7501.897537143292 3.539250704034004e-20 1.753002132519598e-20
7519.329341811414 2.2239307815529277e-20 1.7655734316165237e-20
7536.697079090978 -2.8345601111170607e-21 1.7439239960787627e-20
7554.001399764159 3.491613128821085e-21 1.8048358139216796e-20
7571.242954613127 -1.7243837297944307e-21 1.7868161287144576e-20
7588.422394420058 3.494058204574559e-21 1.812899228177813e-20
7605.540369967122 -1.775396743927881e-22 1.8385651512829865e-20
7622.597532036498 1.5119366507132144e-20 1.869655289632133e-20
7639.594531410354 -7.132697159465495e-21 1.879926365097704e-20
7656.532018870864 -1.0034772242313711e-20 1.870861884835422e-20
7673.410645200204 3.485742663429067e-21 1.9102612801361988e-20
7690.231061180542 2.6802227239235017e-21 1.8965327408044846e-20
7706.993917594054 5.198713181962991e-21 1.9351116588373522e-20
7723.699865222914 3.108658192538885e-20 1.905584640696819e-20
7740.349554849296 2.376434081156005e-20 1.9017743803440597e-20
7756.943637255367 1.2045589441994366e-20 1.938694540955674e-20
7773.482763223307 1.131189298384809e-20 1.9462255463948617e-20
7789.967583535284 -1.3740971230752664e-20 2.025138391511917e-20
7806.398748973473 1.033634349404218e-20 2.0724032292955917e-20
7822.776910320045 1.4099831686785395e-20 2.0708281507985812e-20
7839.102718357179 1.5401705688435613e-20 2.1274258268774606e-20
7855.376823867041 1.7636700539872293e-20 2.306539365194551e-20
7871.599877631804 -2.2521982440183573e-20 2.197381388173185e-20
7887.772530433646 -7.167399940482353e-21 2.1573908593703235e-20
7903.895433054731 -4.6323140715297334e-21 2.200418998750922e-20
7919.969236277241 1.2124873939647741e-20 2.192751692649321e-20
7935.994590883343 -7.601717524217387e-21 2.21915586590453e-20
7951.972147655211 -1.4665135680964777e-20 2.201293272759109e-20
7967.902557375022 -4.662163482050416e-21 2.2595042064810446e-20
7983.786470824944 1.3038271056184226e-21 2.3804898918405724e-20
7999.624538787151 1.5750170149587794e-21 2.3382127104237052e-20
8015.417412043817 -1.0864058092372904e-20 2.373116956060023e-20
8031.165741377109 7.163561691892486e-21 2.4106118335840825e-20
8046.870177569208 1.0452788798093245e-20 2.4457928911610342e-20
8062.53137140228 -1.565995570193074e-20 2.450722680246415e-20
8078.149973658498 -2.108142736299605e-20 2.511736526937807e-20
8093.726577201904 2.201192423835597e-20 2.5148178725928808e-20
8109.261518557864 1.8494550628461253e-20 2.5753361824441242e-20
8124.754977627984 2.3163222365395305e-20 2.584921848425789e-20
8140.207109634047 -1.7962523015426733e-20 2.6096494480283548e-20
8155.618069797823 -6.242866663291665e-21 2.5987671173153915e-20
8170.988013341106 2.8291478329929915e-20 2.6479820322168707e-20
8186.3170954856705 -4.777023646242462e-20 2.713366951015059e-20
8201.605471453298 1.2713847879866276e-21 2.831292666044647e-20
8216.85329646577 -1.2226199020928572e-20 2.900416667233652e-20
8232.060725744863 1.2298269835397378e-20 2.8847630462831265e-20
8247.227914512367 -6.7316514424465616e-21 2.934552471671203e-20
8262.355017990054 1.4391284327353217e-20 2.978191379322528e-20
8277.442191399708 5.589971447756331e-21 2.9831109321105185e-20
8292.489589963112 3.645838125894157e-20 3.069195536204281e-20
8307.49736890204 -1.3915051191283918e-20 3.0498097244037205e-20
8322.465683438286 9.288291251271759e-21 3.079161602887045e-20
8337.394688793614 -1.4565460320925675e-20 3.103416082724568e-20
8352.284540189814 1.553673221878329e-20 3.137397944276989e-20
8367.13539284867 -7.27601794017978e-21 3.165417454619497e-20
8381.947401991954 7.38169996318269e-21 3.218701380087434e-20
8396.720722841452 -1.775073552944019e-20 3.283164912575004e-20
8411.455510618945 5.098870162131695e-20 3.5316302406334445e-20
8426.15192054621 1.950052994338664e-20 3.42299242815558e-20
8440.81010784503 1.9080785549390464e-20 3.525109757826725e-20
8455.43022773719 -1.1985963587515375e-21 3.5374364916960597e-20
8470.012435444465 7.506943608566368e-21 3.576136625263407e-20
8484.556886188635 -6.08592903510731e-21 3.585804500493249e-20
8499.063735191485 -1.410154260900234e-21 3.66437423379648e-20
8513.533137674793 6.510539148361967e-22 3.649500444291597e-20
8527.965248860339 2.5548118997530105e-20 3.7333759639661766e-20
8542.360223969907 4.4080778086072606e-21 3.7637373105614644e-20
8556.718218225278 -6.876109836970325e-21 3.858832570593708e-20
8571.039386848224 -5.643619291057937e-20 3.793129676244958e-20
8585.323885060538 1.9128282671519677e-20 3.894373358803396e-20
8599.571868083995 7.242848357002464e-20 3.8310802035982815e-20
8613.78349114037 7.681855275745257e-20 3.8856860628186864e-20
8627.958909451452 -1.0776818597606129e-20 3.9237331034851594e-20
8642.09827823902 -3.915932905542991e-20 4.063030969835449e-20
8656.20175272485 1.5119099348868802e-20 4.105919005636015e-20
8670.269488130729 -3.6548972472555235e-20 4.206313614120864e-20
8684.301639678435 3.8394111788018804e-20 4.222087384163076e-20
8698.298362589745 2.2866826995016788e-20 4.3423055665097227e-20
8712.259812086446 1.3765179430269463e-20 4.301932594950138e-20
8726.186143390314 -4.6989149208583154e-20 4.399182163309767e-20
8740.077511723131 9.873705805406284e-21 4.527585025136198e-20
8753.93407230668 1.2212434844444049e-19 4.527030221904457e-20
8767.755980362737 5.928122044771221e-20 4.64724592358215e-20
8781.543391113086 -4.799678699453492e-20 4.75178701544765e-20
8795.296459779503 2.6620886681799484e-20 4.8349464155590556e-20
8809.015341583776 -1.3906296760641993e-20 4.858239049440516e-20
8822.70019174768 1.9564191853201704e-21 4.9733063142622266e-20
8836.351165492997 5.160975836131503e-20 5.134857306963693e-20
8849.968418041508 -3.3888967336502885e-20 5.126886571125557e-20
8863.552104614992 6.815326981055858e-20 5.274809965162131e-20
8877.102380435232 6.958964591510977e-21 5.352252638710458e-20
8890.61940072401 2.0912839293834636e-20 5.505677017402455e-20
8904.103320703101 -3.836561646028638e-21 5.525246194100454e-20
8917.554295594291 -2.1232696180803967e-21 5.782048799666115e-20
8930.972480619354 6.344562173644596e-20 5.722540382503366e-20
8944.358031000078 -3.3630855405213616e-20 5.907148661216862e-20
8957.711101958235 -1.7312370444509084e-19 5.894264668544477e-20
8971.031848715616 -2.9865656987202106e-20 5.993994223613237e-20
8984.320426493998 -2.0349655010345057e-20 5.975041226461046e-20
8997.576990515154 -5.366432585940287e-21 6.233160165245605e-20
9010.801696000872 -4.4504423162479015e-20 6.294649815649178e-20
9023.994698172926 2.142997792693312e-20 6.47905871174828e-20
9037.156152253106 2.468526189023125e-19 6.59845525724165e-20
9050.28621346319 -9.307621999524805e-20 6.731649031486736e-20
9063.38503702495 -1.1906122778288115e-20 6.819954461969176e-20
9076.45277816018 8.115645923068454e-20 6.945745549581753e-20
9089.489592090646 5.3497411547914045e-20 7.057403853023417e-20
9102.495634038136 -8.284169659039606e-21 7.047126102175837e-20
9115.471059224432 8.440149717778245e-20 7.215895468750747e-20
9128.41602287131 -1.7657039521880282e-20 7.391239021993109e-20
9141.330680200552 -1.4287700430270165e-20 7.437616423142753e-20
9154.215186433941 -6.606352745478797e-20 7.655159550842529e-20
9167.069696793256 -1.1796498900040565e-19 7.781013958245842e-20
9179.894366500275 3.8778197361822065e-20 7.984665265656784e-20
9192.689350776784 -4.9690012156926665e-20 7.995493674306234e-20
9205.454804844554 5.933011426566876e-20 8.427327415175011e-20
9218.190883925376 8.818351717234055e-20 8.373916145815728e-20
9230.897743241025 -1.2781300104242544e-19 8.677345355796714e-20
9243.57553801328 -1.1535436365484865e-19 8.709855723954227e-20
9256.224423463922 -9.415510549346065e-20 9.102983187353639e-20
9268.844554814737 5.9554083040273655e-21 9.207239810256775e-20
9281.436087287497 2.6257949384213593e-19 9.522254792732123e-20
9293.999176103986 -1.2840935378466813e-21 9.528009071433545e-20
9306.533976485985 6.848474798913271e-21 9.651337097899246e-20
9319.040643655277 -1.2174181122330747e-19 9.696228006646925e-20
9331.519332833635 -3.405735597292478e-19 1.0661076823838328e-19
9343.970199242847 -4.4876659157012755e-20 1.0148095513201284e-19
9356.393398104687 2.6001472336111665e-19 1.0334268639969846e-19
9368.789084640941 -2.465177315671648e-20 1.0182348586823169e-19
9381.157414073383 9.408497360338352e-20 1.050788356270978e-19
9393.4985416238 -6.289054164831554e-20 1.137326504245361e-19
9405.81262251397 -4.0824379796821965e-20 1.156314319222508e-19
9418.09981196567 -4.971211978182895e-20 1.1668305827534566e-19
9430.360265200681 -8.043586457166232e-23 1.1815659236806156e-19
9442.594137440785 9.00683137680493e-20 1.1861859839103895e-19
9454.801583907765 -1.2847020209727032e-20 1.2456902885521167e-19
9466.982759823397 -1.0853308514945832e-19 1.2392420230906442e-19
9479.137820409465 1.014872396135906e-19 1.2610818060857078e-19
9491.266920887745 -1.6713856737672308e-19 1.2639439569378908e-19
9503.370216480018 -7.51538742594782e-20 1.3070319225479576e-19
9515.447862408066 1.2025207103756241e-19 1.3115591492479366e-19
9527.50001389367 9.266779572652511e-20 1.338131482370995e-19
9539.526826158612 3.168271414389023e-20 1.3354419460808593e-19
9551.528454424666 -2.690217335332839e-20 1.3718219994807148e-19
9563.505053913614 -3.888714477876285e-19 1.380286319004833e-19
9575.456779847234 1.4364770492017294e-19 1.419524160002582e-19
9587.383787447312 -4.8410452793867216e-20 1.396360011162037e-19
9599.286231935628 6.073224922526792e-19 1.5833445345854672e-19
9611.164268533961 8.116458659855968e-20 1.472422537822051e-19
9623.018052464084 5.90243557136596e-20 1.4528161265918718e-19
9634.847738947787 1.7011738602070635e-20 1.4156126944566218e-19
9646.65348320685 -1.3286510622418576e-19 1.4409329301231455e-19
9658.435440463043 1.3922461146907915e-19 1.4709225447672567e-19
9670.193765938155 1.752938770432803e-19 1.4665011037332042e-19
9681.928614853965 6.419118702380102e-20 1.4472805290195051e-19
9693.640142432248 -1.654552373279047e-19 1.4943610004293141e-19
9705.328503894796 -4.1576222913578905e-20 1.4631071157760436e-19
9716.993854463377 -2.1226216821793533e-19 1.5164956697784507e-19
9728.63634935977 -1.8147824616513888e-19 1.4958923832525554e-19
9740.25614380576 2.712049626344883e-19 1.539835766624424e-19
9751.853393023135 6.736905530839392e-19 1.5442007323170297e-19
9763.428252233665 -1.4516071562333576e-19 1.5680469421925982e-19
9774.98087665913 -4.1519697536938506e-19 1.5687013430816442e-19
9786.511421521316 -6.512509061588526e-21 1.5714942216675502e-19
9798.020042041995 6.402342829729334e-19 1.6542514475971e-19
9809.506893442955 2.5264291710346183e-19 1.6373654100106578e-19
9820.972130945967 -8.67970587030444e-20 1.5884049069791337e-19
9832.415909772819 -1.7140838170403196e-19 1.6616833646994158e-19
9843.838385145289 6.081208196432778e-20 1.6013642692130484e-19
9855.23971228516 2.279457262588455e-20 1.6404027748158151e-19
9866.620046414206 1.855546257516732e-19 1.6239141592560677e-19
9877.97954275421 8.41651164131754e-20 1.6292585869772804e-19
9889.318356526954 2.0125949784054522e-19 1.6283782077750377e-19
9900.636642954214 -2.3716662083364625e-19 1.6853037681361213e-19
9911.93455725777 -3.2373149258622757e-19 1.6689606172096107e-19
9923.212254659402 8.056583581752713e-20 1.6889681932954426e-19
9934.469890380895 1.2331898138066873e-19 1.6558733875900342e-19
9945.707619644023 1.799748567157023e-19 1.7172015206514004e-19
9956.925597670564 -6.809631904743433e-20 1.7124634946084139e-19
9968.123979682305 1.9087535825798186e-19 1.7267339743253688e-19
9979.302920901024 -3.342781483863154e-20 1.7240017163236933e-19
9990.4625765485 -1.5923130947247546e-19 1.778322388472151e-19
10001.603101846511 2.4654935340829825e-20 1.7626388651972318e-19
10012.724652016843 -1.5356300188260895e-19 1.811471714827539e-19
10023.827382281272 6.301120128507657e-20 1.7869065574922655e-19
10034.911447861572 6.856605785155264e-19 1.8237303008588456e-19
10045.977003979533 -1.5898727780439477e-19 1.7864040008866206e-19
10057.024205856926 -5.099379853911444e-21 1.8081047991700905e-19
10068.053208715537 -1.4609320410126008e-19 1.7733011663203249e-19
10079.064167777144 -1.122673462621096e-19 1.8606421572678741e-19
10090.057238263522 2.389505641780449e-19 1.8562748992950015e-19
10101.032575396457 8.319502549397013e-20 1.8946139649296616e-19
10111.990334397731 2.4330208408959364e-19 1.9168341129091803e-19
10122.930670489119 1.8026521906054277e-20 1.9856352124193397e-19
10133.853738892401 -6.352852145337535e-20 2.0015698778311047e-19
10144.75969482936 1.5017832234512813e-19 2.1055387717135593e-19
10155.648693521769 -1.8279815353614557e-19 2.0925948656124673e-19
10166.520890191416 -4.7500982192929956e-20 2.1842591971204847e-19
10177.376440060072 4.024030954205612e-20 2.2204057075260503e-19
10188.215498349527 1.4937822364951851e-19 2.323438797486566e-19
10199.03822028155 -5.004082941092294e-20 2.3064779003837004e-19
10209.84476107793 -5.212462152447736e-20 2.421648748945454e-19
10220.635275960442 -6.692535244918804e-19 2.3772401565510796e-19
10231.409920150863 8.314116700290008e-21 2.3793227967233027e-19
10242.168848870982 5.267877456870013e-19 2.3964188632864896e-19
10252.912217342571 3.6178169256141073e-19 2.4823354360116785e-19
10263.64018078741 -5.075421291614922e-19 2.6879461383354696e-19
10274.35289442728 -4.998185294749451e-19 2.6163259999037355e-19
10285.05051348396 3.5549984421114655e-20 2.4611562065025497e-19
10295.733193179234 6.845625373907361e-19 2.5257412027174287e-19
10306.401088734874 -4.602299043754962e-19 2.5438972919338554e-19
10317.054355372662 -3.696301490023637e-19 2.5953389194009434e-19
10327.693148314384 -4.925253734921688e-19 2.603914883745253e-19
10338.317622781815 -2.0297851757153592e-19 2.674239017764314e-19
10348.927933996736 -1.4070360176505454e-19 2.6797800814389496e-19
10359.52423718092 9.686031405375259e-20 2.7387275583930563e-19
10370.106687556154 -1.0635313282963304e-19 2.707931149838602e-19
10380.675440344214 1.7003370278274306e-19 2.757276279724604e-19
10391.230650766882 -3.0269617573738394e-19 2.75204718835617e-19
10401.772474045936 3.212252354798122e-19 2.7749407845997627e-19
10412.301065403157 6.775834654389045e-20 2.5348475734124346e-19
10422.816580060324 -2.1605830735393742e-19 2.648339141076763e-19
10433.319173239217 -1.446544307474343e-19 2.5600080322130764e-19
10443.809000161611 8.690242845445847e-20 2.900757012467201e-19
10454.28621604929 -3.1539385675873386e-19 3.255273403466143e-19
10464.750976124033 -9.489846222399104e-20 3.986557032906805e-19
10475.203435607622 -8.122071208730906e-19 5.373250516953279e-19
10485.643749721832 -4.647803320710117e-19 7.529553704735833e-19
10496.07207368844 -6.806907638299918e-19 1.3421729472037174e-18
10506.488562729233 2.9419445804172067e-18 1.3588261127312048e-18
