wave flux fluxerr
3464.3741589407855 9.182534680333156e-21 6.0823728073112055e-21
3470.9179963125575 1.2856653762886049e-20 6.065718938213552e-21
3477.4481057463017 4.206851218644473e-21 5.884031540043363e-21
3483.964850457635 9.081129801200413e-21 8.092695169139155e-21
3490.4687348866673 1.2359570675231035e-21 7.507264805334802e-21
3496.9598411686457 9.896474426173289e-21 9.030803230197058e-21
3503.437254201185 1.1440158877676286e-20 6.1665118395932e-21
3509.9018476686865 1.5068912935707806e-20 6.331816247894319e-21
3516.3538947629677 9.793588041264069e-21 6.2265558743047166e-21
3522.79319934423 1.0746681197037557e-20 6.080402287727117e-21
3529.2191506755507 1.4620397713050563e-20 6.265759569146603e-21
3535.6327826614893 2.5921945720034175e-21 5.749980573388623e-21
3542.0341733618193 6.429059617475745e-21 6.013180214067826e-21
3548.4224248964774 1.4522408718688052e-20 6.253368015621803e-21
3554.798273128715 5.716270449630739e-21 8.119308261671382e-21
3561.1621008191405 -2.317482578130198e-21 8.245095909696926e-21
3567.5134171150617 2.7038611488243143e-21 8.135790415055525e-21
3573.852100527514 1.5837513432409714e-20 8.38227965585608e-21
3580.1789796664816 8.174468066639505e-21 5.9494448335810384e-21
3586.4938407101276 -4.456432964620859e-22 5.906093905733324e-21
3592.795966112194 2.059937027972095e-21 6.059743277007975e-21
3599.086499142712 1.2238198460085785e-20 6.1666584379000315e-21
3605.3653764367587 1.525107401290224e-20 6.254511088603446e-21
3611.6315388018415 5.151563855452233e-21 5.8911679079779115e-21
3617.886316436902 9.906219616364123e-21 9.655055932290754e-21
3624.12967318712 1.9692392538935515e-21 9.706783960773099e-21
3630.360455933604 4.713809048368123e-21 9.567867702152328e-21
3636.580057434691 8.912347046295047e-21 8.061655673171864e-21
3642.7883487320055 1.9808427162819164e-21 9.337747159684734e-21
3648.9843239971597 1.6660671177511022e-22 1.0208223805254096e-20
3655.169317445178 8.903207770575119e-21 1.0724590444077408e-20
3661.3429904435966 1.6674848508689722e-20 6.897135185001644e-21
3667.504719350297 8.367203223983905e-21 6.90474662285198e-21
3673.6556619096314 5.686776878096236e-21 6.902658293349675e-21
3679.79515599967 2.1448702678657403e-20 8.874478932718657e-21
3685.923188916189 1.1686993973895113e-20 1.076864272392575e-20
3692.0406270923095 1.2662403822988898e-20 9.980589791304826e-21
3698.146374070019 1.5814224594911735e-20 9.579790130489949e-21
3704.2412508632133 1.1289479520635077e-20 8.66829965141082e-21
3710.325608702042 2.1312342860715888e-20 6.647771488266486e-21
3716.398144985289 2.1632470732141857e-20 6.88277394918562e-21
3722.4603952669963 1.437071480094173e-20 6.782505686999204e-21
3728.5116938716396 2.2071219056925416e-20 7.417815923687012e-21
3734.5519413885627 1.9063248673420383e-20 7.578272561861431e-21
3740.5820847560226 -9.972909867141303e-21 9.725877996582764e-21
3746.6007367663856 1.8098242393152857e-20 1.0504153175008875e-20
3752.609208870804 7.075082983463403e-21 9.451221048394054e-21
3758.6071548775867 1.8172752759455505e-21 9.003795997413032e-21
3764.594166181145 -5.5072587668479245e-21 1.0572921685910449e-20
3770.5713665897015 -8.406646511256084e-21 1.073348157955978e-20
3776.5373236409523 -1.0129312195135182e-20 1.0747020817826739e-20
3782.493384856471 1.546369916165966e-20 9.70820073302289e-21
3788.4390441793184 1.0321485134634516e-20 9.429689913479423e-21
3794.3741705152643 8.272565812066387e-21 7.593490174110554e-21
3800.2996867551265 1.0543039098081236e-20 7.535529724430689e-21
3806.214080203473 1.609104828395762e-20 7.606777831147156e-21
3812.1190569586 3.756991537091672e-21 7.638480661693239e-21
3818.0134666746344 1.9065037132932378e-20 7.755182276095594e-21
3824.2661826329336 -2.7948444917536694e-22 7.51416463864711e-21
3830.1403238426933 1.413758452438689e-20 9.894921361782684e-21
3836.0038920852135 1.3892144393346587e-20 1.0073989134951165e-20
3841.858176670674 1.6111169096493454e-20 1.1558253676951796e-20
3847.701973235664 9.958909389368767e-21 8.044333296354971e-21
3853.5363937294524 6.974968926516234e-21 7.97170785392282e-21
3859.360765265714 1.5284480971783394e-20 7.588152998417314e-21
3865.1754519379474 4.5828840504438704e-20 7.92651219081122e-21
3870.980603709641 8.616694889175428e-20 7.751983081918555e-21
3876.775744912189 2.2883948825198877e-20 8.006748896607213e-21
3882.5617693901895 -2.346698304212522e-22 7.859072810338247e-21
3888.3376024895183 2.189174542010705e-20 7.803038378268959e-21
3894.1045319540817 9.791822704293101e-21 7.229190509176977e-21
3899.861350986328 7.609671988393653e-22 7.074535421945468e-21
3922.7958086814665 1.8426778774141585e-20 2.1838147045865043e-20
3934.2071533286107 1.278201271631357e-20 1.1521958187268286e-20
3939.899037951141 9.404829221099446e-21 7.929825767998394e-21
3945.5816598835936 -2.8654994128103765e-21 7.89511053196178e-21
3951.2551814013314 3.1854955028296406e-21 7.654439095758527e-21
3956.919637751138 1.522142800131974e-20 7.721262177939064e-21
3962.574969314686 -7.933652430408123e-21 7.808334028056846e-21
3968.221393087331 -1.5773321091672856e-20 9.728165797730482e-21
3985.7951650321534 9.87035807104988e-22 6.0579791282081175e-21
4030.7896007411455 5.211553545810672e-22 5.970941047401564e-21
4074.9593562579853 4.456107379815454e-21 7.095129499738248e-21
4118.369139218981 -5.5685580305269176e-21 7.414206799092769e-21
4161.078076158509 -9.743138629059765e-21 7.552776765803439e-21
4203.1206258306065 -1.6885410080200702e-21 7.425413160691542e-21
4244.516291197765 -1.0611361555871739e-20 7.535265417038217e-21
4285.282231449822 -1.4938735218043305e-20 7.121791106140196e-21
4325.43560577661 -2.8569454051555638e-21 7.468782901715516e-21
4364.993573367965 2.579778787895382e-22 7.791126100804753e-21
4403.973293413721 2.331855357585851e-20 7.97828127291386e-21
4442.391925103712 -1.9264177770820396e-20 7.920276074950368e-21
4480.266627627773 -1.4186256729000793e-20 8.24263647122902e-21
4517.614560175739 -7.073827690197079e-21 8.352282828089469e-21
4554.45288193744 4.379075877192578e-21 8.130094620569355e-21
4590.798752102713 7.656881102127946e-21 8.04288962221903e-21
4626.669329861391 4.945608747270358e-21 7.981122016074948e-21
4662.081774403307 -3.87866626361252e-21 7.708018312812398e-21
4697.053244918291 -8.093948685489388e-21 7.979296893527709e-21
4731.6009005961805 5.422621726620258e-21 7.963491666107152e-21
4765.741900626804 3.504194521802941e-21 8.143096418465796e-21
4799.493404199996 -8.880904835842917e-21 8.000114249415422e-21
4832.872570505587 -1.50096552967815e-20 8.6245948043682e-21
4865.8965587334105 -1.0602195129075947e-20 8.382399319633743e-21
4898.582528073298 1.1709703053081023e-20 8.388157855722398e-21
4930.947637715078 2.837667922908086e-20 8.685745166216976e-21
4963.009046848587 6.327406805953823e-20 8.581907289327325e-21
4994.78391466365 6.320513046322487e-20 8.540057625966517e-21
5026.2877766438205 3.106938195861864e-20 8.708421870188171e-21
5057.528990959385 -9.729301625496085e-22 8.612796582096786e-21
5088.511561659695 -6.2910340170737824e-21 8.83641587667138e-21
5119.238810151838 -1.1285768902928423e-20 8.776401946517054e-21
5149.714057842909 -1.3665135606267668e-20 8.747339184056552e-21
5179.9406261399945 -6.649517472005879e-21 8.863436150162241e-21
5209.9218364501885 7.849351464672304e-21 8.818581979514701e-21
5239.661010180576 -6.24768779674125e-21 8.856384632375356e-21
5269.161468738253 -2.966206288723515e-21 9.014260272184961e-21
5298.426533530304 -2.044122963470024e-20 8.994370084583583e-21
5327.459525963824 9.256082430025735e-21 9.128121810487946e-21
5356.263767445901 -1.861067740662273e-20 9.118118309880213e-21
5384.842579383623 5.413521981296082e-21 9.202076746127663e-21
5413.199283184086 2.140209207806077e-21 9.167068455714748e-21
5441.337200254376 -3.77048450960846e-21 9.42374491440321e-21
5469.25965200158 -2.3982988123182437e-20 9.258864503235804e-21
5496.969959832791 8.689949410162124e-21 9.437178938559985e-21
5524.4714451551 3.648459376979635e-21 9.503314630600858e-21
5551.7674293755945 4.7257819952274476e-21 9.467362587102086e-21
5578.861233901366 -6.435087547336289e-21 9.493508358069767e-21
5605.756180139501 -1.5316850406718547e-21 9.580462727790731e-21
5632.4555894970945 5.412690269485346e-21 9.639383804535867e-21
5658.962783381231 3.3189678097309217e-21 9.512856727153504e-21
5685.281083199002 -5.7077514264685896e-21 9.502810727253746e-21
5711.413810357496 -1.5881519100561757e-20 9.631332477709412e-21
5737.3642862638035 1.0242437041801572e-20 9.645624947114304e-21
5763.135832325013 -2.1157335960409598e-22 9.487572167872489e-21
5788.7317699482155 -4.0392502825342746e-21 9.512160246072506e-21
5814.155420540498 -1.8744412047795158e-20 9.490192494500201e-21
5839.4101055089495 -8.380808441599418e-21 9.717053799645484e-21
5864.499146260661 -5.5613956666815886e-21 9.639339096412991e-21
